Time (msec),* Engine Load (mg/stroke),* Engine Speed (RPM),* Oil Temperature (°C),* Throttle Position actual (°TPS),* Throttle Position pedal (°TPS),* Vehicle Speed (km/h)
102274,483.05,5813,98.5,68.8,67.6,72
102402,482.71,5889,98.5,68.8,67.6,72
102514,474.72,5988,98.5,68.8,67.6,72
102642,466.01,6067,98.5,68.8,67.6,72
102753,453.93,6195,98.5,68.8,67.6,72
102881,432.78,6257,98.5,68.8,67.6,72
102993,449.29,6361,98.5,68.8,67.6,72
103122,461.39,6435,98.5,68.8,67.6,72
103233,451.98,6535,96.9,68.8,67.6,83
103313,437.00,6578,96.9,68.8,67.6,83
103441,438.32,6666,96.9,68.8,67.6,83
103553,440.05,6747,96.9,68.8,67.6,83
103682,431.47,6775,96.9,68.8,67.6,83
103792,436.37,6839,96.9,68.8,67.6,83
103922,438.59,6877,96.9,68.8,68.0,83
104032,430.50,6858,96.9,68.8,68.0,83
104160,436.62,6765,96.9,60.2,61.3,83
104273,303.04,6906,96.9,26.2,28.1,92
104401,73.57,6756,96.9,1.2,0.4,92
104512,60.35,6765,96.9,1.2,0.0,92
104592,54.95,6747,96.9,0.0,0.0,92
104672,55.45,6684,96.9,0.0,0.0,92
104801,54.65,6657,96.9,0.0,0.0,92
104912,55.01,6613,96.9,0.0,0.0,92
105040,55.37,6570,96.9,0.0,0.0,92
105151,55.88,6510,96.9,0.0,0.0,92
105233,56.75,6485,96.9,0.0,0.0,91
105360,56.03,6418,96.9,0.0,0.0,91
105473,58.87,6345,96.9,0.0,0.0,91
105601,57.40,6289,96.9,0.0,0.0,91
105712,58.51,6218,98.5,0.0,0.0,91
105793,59.90,6188,98.5,0.0,0.0,91
105920,59.76,6112,98.5,0.0,0.0,91
106031,59.48,6045,98.5,0.0,0.0,91
106112,59.52,5995,98.5,0.0,0.0,91
106192,59.48,5952,98.5,0.0,0.0,91
106271,59.48,5882,98.5,0.0,0.0,84
106353,60.05,5827,98.5,0.0,0.0,84
106479,57.98,5747,98.5,0.0,0.0,84
106592,57.76,5649,98.5,0.0,0.0,84
106671,57.85,5592,98.5,0.0,0.0,84
106752,58.51,5530,99.3,0.0,0.0,84
106833,57.17,5464,99.3,0.0,0.0,84
106960,57.91,5370,99.3,0.0,0.0,84
107072,59.23,5274,99.3,0.0,0.0,84
107152,58.72,5202,99.3,0.0,0.0,84
107279,58.68,5112,99.3,0.0,0.0,76
107391,60.54,5000,99.3,0.0,0.0,76
107471,61.94,4887,99.3,0.0,0.0,76
107552,63.29,4739,99.3,0.0,0.0,76
107680,63.53,4524,99.3,0.0,0.0,76
107790,65.77,4306,99.3,0.0,0.0,76
107872,66.26,4170,99.3,0.0,0.0,76
107950,66.07,4035,99.3,0.0,0.0,76
108031,65.16,3900,99.3,0.0,0.0,76
108111,66.60,3773,99.3,0.0,0.0,76
108191,66.30,3644,99.3,0.0,0.0,76
108272,65.37,3526,99.3,0.0,0.0,65
108351,65.35,3399,99.3,0.0,0.0,65
108447,65.77,3272,99.3,0.0,0.0,65
108560,63.17,3099,99.3,0.0,0.0,65
108672,61.62,2929,99.3,0.0,0.0,65
108751,61.98,2823,99.3,0.0,0.0,65
108831,60.88,2714,99.3,0.0,0.0,65
108927,58.65,2604,99.3,0.0,0.0,65
109038,56.87,2441,99.3,0.0,0.0,65
109166,55.37,2282,99.3,0.0,0.0,65
109279,54.29,2123,99.3,0.0,0.0,57
109407,53.04,1963,99.3,0.0,0.0,57
109518,51.62,1802,99.3,0.0,0.0,57
109647,51.39,1621,99.3,0.0,0.0,57
109758,48.63,1456,99.3,0.0,0.0,57
109887,46.11,1295,99.3,0.0,0.0,57
109998,53.63,1139,99.3,0.0,0.0,57
110126,59.08,987,99.3,0.0,0.0,57
110237,73.42,851,99.3,0.0,0.0,48
110365,76.86,813,99.3,0.0,0.0,48
110479,79.29,788,99.3,0.0,0.0,48
110605,81.69,765,99.3,0.0,0.0,48
110719,83.19,751,99.3,0.0,0.0,48
110846,84.21,742,99.3,0.0,0.0,48
110957,84.55,739,99.3,0.0,0.0,48
111085,84.44,740,99.3,0.0,0.0,48
111197,84.78,737,99.3,0.0,0.0,48
111325,85.25,733,99.3,0.0,0.0,40
111437,85.01,735,99.3,0.0,0.0,40
111565,84.89,736,99.3,0.0,0.0,40
111678,84.55,739,99.3,0.0,0.0,40
111806,84.44,740,99.3,0.0,0.0,40
111917,83.76,746,99.3,0.0,0.0,40
112045,83.43,749,99.3,0.0,0.0,40
112158,83.32,750,99.3,0.0,0.0,40
112286,83.64,747,99.3,0.0,0.0,35
112398,83.76,746,99.3,0.0,0.0,35
112524,82.34,742,99.3,0.0,0.0,35
112636,82.90,737,99.3,0.0,0.0,35
112765,83.57,731,99.3,0.0,0.0,35
112876,84.04,727,99.3,0.0,0.0,35
113006,85.33,716,99.3,0.0,0.0,35
113117,86.05,710,99.3,0.0,0.0,35
113245,87.28,700,99.3,0.0,0.0,29
113356,88.43,691,99.3,0.0,0.0,29
113484,89.72,681,99.3,0.0,0.0,29
113597,92.85,673,99.3,0.0,0.0,29
113724,93.68,667,100.1,0.0,0.0,29
113838,94.68,660,100.1,0.0,0.0,29
113965,95.55,654,100.1,0.0,0.0,29
114077,95.99,651,100.1,0.0,0.0,29
114205,96.88,645,100.1,0.0,0.0,29
114317,97.47,641,100.1,0.0,0.0,22
114443,97.94,638,100.1,0.0,0.0,22
114557,100.12,638,100.1,0.0,0.0,22
114685,99.34,643,100.1,0.0,0.0,22
114795,95.69,653,100.1,0.0,0.0,22
114924,94.68,660,100.1,0.0,0.0,22
115037,93.53,668,100.1,0.0,0.0,22
115164,92.16,678,100.1,0.0,0.0,22
115277,88.17,693,100.1,0.0,0.0,14
115405,86.29,708,100.1,0.0,0.0,14
115517,83.57,731,100.1,0.0,0.0,14
115644,82.43,758,100.1,0.0,0.0,14
115755,81.05,771,100.1,0.0,0.0,14
115885,79.70,784,100.1,0.0,0.0,14
115995,78.21,799,100.1,0.0,0.0,14
116124,78.89,792,100.1,0.0,0.0,14
116235,79.59,785,100.1,0.0,0.0,8
116363,81.26,769,100.1,0.0,0.0,8
116476,82.01,762,100.1,0.0,0.0,8
116603,82.98,753,100.1,0.0,0.0,8
116715,83.64,747,100.1,0.0,0.0,8
116844,82.34,742,100.1,0.0,0.0,8
116955,84.68,738,100.1,0.0,0.0,8
117082,85.59,730,100.1,0.0,0.0,8
117196,86.07,726,100.1,0.0,0.0,8
117322,85.71,729,100.1,0.0,0.0,5
117436,86.18,725,100.1,0.0,0.0,5
117563,86.43,723,100.1,0.0,0.0,5
117676,86.43,723,100.1,0.0,0.0,5
117803,85.59,730,100.1,0.0,1.2,5
117915,107.24,738,100.1,0.0,6.2,5
118043,160.73,743,100.1,0.0,9.4,5
118154,199.46,738,100.1,0.0,10.5,5
118283,240.99,703,100.1,0.0,10.5,3
118394,282.95,692,100.1,0.0,10.9,3
118522,286.19,723,100.1,0.0,11.3,3
118635,223.17,840,100.1,0.0,11.3,3
118762,149.07,1006,100.1,0.0,11.3,3
118874,130.38,1097,100.1,0.0,11.3,3
119002,131.70,1086,100.1,0.0,11.3,3
119115,142.14,1016,100.1,0.0,11.3,3
119243,158.35,912,100.1,0.0,11.3,3
119355,186.87,810,100.1,0.0,11.3,3
119482,231.76,731,100.1,0.0,11.3,3
119595,300.09,671,100.1,0.0,6.6,3
119721,82.45,741,100.1,0.0,0.0,3
119835,71.41,914,100.1,0.0,0.0,3
119961,54.82,1089,100.1,0.0,0.0,3
120075,44.46,1187,100.1,0.0,0.0,3
120201,36.47,1218,100.1,0.0,0.0,3
120314,33.54,1200,100.1,0.0,0.0,6
120441,38.67,1149,100.1,0.0,0.0,6
120555,44.80,1085,100.1,0.0,0.0,6
120682,52.72,1027,100.1,0.0,0.0,6
120794,59.06,964,100.1,0.0,0.0,6
120921,62.28,914,100.1,0.0,0.0,6
121034,67.49,864,100.1,0.0,0.0,6
121161,70.86,823,100.1,0.0,0.0,6
121273,74.57,782,100.1,0.0,0.0,6
121401,77.96,748,100.1,0.0,0.0,6
121513,83.38,716,100.1,0.0,0.0,6
121640,89.53,698,100.1,0.0,0.0,6
121754,95.84,681,100.1,0.0,0.0,6
121881,101.10,673,100.1,0.0,0.0,6
121992,102.56,677,100.1,0.0,0.0,6
122122,100.19,693,100.1,0.0,0.0,6
122233,95.97,709,100.1,0.0,0.0,2
122361,84.68,738,100.1,0.0,0.0,2
122472,82.43,758,100.1,0.0,0.0,2
122602,80.10,780,100.1,0.0,0.0,2
122713,76.75,796,100.1,0.0,0.0,2
122840,78.21,799,100.1,0.0,0.0,2
122952,78.59,795,100.1,0.0,0.0,2
123081,80.73,774,100.1,0.0,0.0,2
123192,83.64,747,100.1,0.0,0.0,2
123321,85.71,729,100.1,0.0,0.0,0
123432,86.67,721,100.1,0.0,0.0,0
123560,86.18,725,100.1,0.0,0.0,0
123672,87.62,729,100.1,0.0,0.0,0
123799,88.68,736,100.1,0.0,0.0,0
123912,91.46,744,100.1,0.0,0.0,0
123993,91.07,747,100.1,0.0,0.0,0
124121,91.96,755,100.1,0.0,0.0,0
124231,91.22,761,100.1,0.0,0.0,0
124312,90.88,764,100.1,0.0,0.0,0
124439,91.50,774,100.1,0.0,0.0,0
124552,93.28,774,100.1,0.0,0.0,0
124681,91.99,785,100.1,0.0,0.0,0
124791,91.05,793,100.1,0.0,0.0,0
124871,89.91,803,100.1,0.0,0.0,0
124953,89.59,806,100.1,0.0,0.0,0
125080,88.70,814,100.1,0.0,0.0,0
125192,87.62,824,100.1,0.0,0.0,0
125319,87.09,829,100.1,0.0,0.0,0
125432,87.51,825,100.1,0.0,0.0,0
125559,87.30,827,100.1,0.0,0.0,0
125671,87.41,826,100.1,0.0,0.0,0
125751,87.51,825,100.1,0.0,0.0,0
