Time (msec),* Engine Load (mg/stroke),* Engine Speed (RPM),* Oil Temperature (°C),* Throttle Position actual (°TPS),* Throttle Position pedal (°TPS),* Vehicle Speed (km/h)
71791,78.64,830,98.5,0.0,0.0,0
71904,79.21,824,98.5,0.0,0.0,0
72032,84.95,801,98.5,0.0,0.0,0
72143,86.35,788,98.5,0.0,0.0,0
72223,89.23,778,98.5,0.0,0.0,0
72303,90.76,765,98.5,0.0,0.0,0
72384,93.07,761,98.5,0.0,0.0,0
72511,95.12,759,98.5,0.0,0.0,0
72624,96.01,752,98.5,0.0,0.0,0
72703,95.38,757,98.5,0.0,0.0,0
72783,94.89,761,98.5,0.0,0.0,0
72863,94.38,765,98.5,0.0,0.0,0
72944,93.77,770,98.5,0.0,0.0,0
73072,91.99,785,98.5,0.0,0.0,0
73183,90.71,796,98.5,0.0,0.0,0
73263,89.59,806,98.5,0.0,0.0,0
73343,89.04,811,98.5,0.0,0.0,0
73422,89.25,809,98.5,0.0,0.0,0
73504,88.49,816,98.5,0.0,0.0,0
73584,87.51,825,98.5,0.0,0.0,0
73662,87.30,827,98.5,0.0,0.0,0
73743,88.17,819,98.5,0.0,0.0,0
73822,88.49,816,98.5,0.0,0.0,0
73902,88.17,819,98.5,0.0,0.0,0
73983,88.49,816,98.5,0.0,0.0,0
74078,88.04,820,98.5,0.0,0.0,0
74190,88.04,820,98.5,0.0,0.0,0
74319,88.70,814,98.5,0.0,0.0,0
74430,88.60,815,98.5,0.0,0.0,0
74558,88.49,816,98.5,0.0,0.0,0
74671,88.38,817,98.5,0.0,0.0,0
74798,88.81,813,98.5,0.0,0.0,0
74911,88.70,814,98.5,0.0,0.0,0
75039,88.70,814,98.5,0.0,0.0,0
75150,88.81,813,98.5,0.0,0.0,0
75277,88.81,813,98.5,0.0,0.0,0
75390,89.25,809,98.5,0.0,0.0,0
75518,89.46,807,98.5,0.0,0.0,0
75630,90.04,802,98.5,0.0,0.0,0
75757,88.19,803,98.5,0.0,0.0,0
75869,88.85,797,98.5,0.0,0.0,0
75998,88.85,797,98.5,0.0,0.0,0
76109,87.43,794,98.5,0.0,0.0,0
76238,87.66,792,98.5,0.0,0.0,0
76350,87.56,793,98.5,0.0,0.0,0
76477,87.43,794,98.5,0.0,0.0,0
76590,87.43,794,98.5,0.0,0.0,0
76717,87.22,796,98.5,0.0,0.0,0
76829,86.79,800,98.5,0.0,0.0,0
76958,86.79,800,98.5,0.0,0.0,0
77068,87.11,797,98.5,0.0,0.0,0
77197,87.11,797,98.5,0.0,0.0,0
77310,87.43,794,98.5,0.0,0.0,0
77437,87.56,793,98.5,0.0,0.0,0
